index,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time,arrival_delay_bucket
821,flights,UA-5487-SFO-MRY,empty,10:33 AM,empty,11:21 AM,on_time
822,flights,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM,on_time
823,flights,UA-414-LAX-SFO,empty,05:56 AM,empty,07:17 AM,early
824,flights,CO-1614-LAX-IAH,empty,12:41 AM,empty,05:26 AM,early
825,flights,UA-2726-FLL-PHL,04:00 PM,03:58 PM,06:46 PM,06:28 PM,early
826,flights,CO-52-IAH-LAX,empty,07:29 AM,empty,09:14 AM,early
827,flights,CO-1090-BOS-IAH,empty,10:19 AM,empty,01:19 PM,on_time
828,flights,AA-616-DFW-DTW,09:05 AM,10:10 AM,12:35 PM,01:27 PM,late
829,flights,UA-3515-IAD-MSP,empty,08:12 AM,empty,09:56 AM,early
830,flights,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM,early
831,flights,AA-484-DFW-MIA,04:15 PM,04:29 PM,07:55 PM,07:39 PM,early
832,flights,AA-1886-BOS-MIA,empty,10:55 AM,empty,01:40 PM,early
833,flights,CO-62-IAH-EWR,empty,02:48 PM,empty,07:10 PM,on_time
834,flights,CO-1561-PHX-IAH,empty,08:00 AM,empty,11:32 AM,on_time
835,flights,UA-2314-ATL-PHL,empty,02:46 PM,empty,04:47 PM,early
836,flights,AA-446-DFW-PHL,11:50 AM,12:12 PM,03:50 PM,04:09 PM,late
837,flights,CO-1023-IAH-DEN,empty,11:56 AM,empty,01:14 PM,on_time
838,flights,AA-466-IAH-MIA,06:00 AM,06:08 AM,09:20 AM,09:05 AM,early
839,flights,UA-3050-PHX-CLT,11:05 AM,11:30 AM,04:57 PM,05:05 PM,on_time
840,flights,CO-89-IAH-EWR,empty,06:02 AM,empty,10:27 AM,on_time
841,flights,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:56 AM,10:56 AM,on_time
842,flights,AA-1664-MIA-ATL,10:15 AM,10:18 AM,12:10 PM,11:56 AM,early
843,flights,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:20 PM,late
844,flights,UA-854-SFO-IAH,07:49 AM,07:49 AM,01:30 PM,01:30 PM,early
845,flights,UA-382-IAD-LAX,12:35 PM,12:35 PM,03:21 PM,03:21 PM,on_time
846,flights,AA-4344-ORD-DTW,12:13 PM,12:13 PM,02:10 PM,02:10 PM,on_time
847,flights,UA-257-JFK-SFO,02:30 PM,02:26 PM,06:15 PM,05:42 PM,early
848,flights,UA-2945-PHL-CLT,12:00 PM,11:51 AM,01:45 PM,01:15 PM,early
849,flights,CO-63-EWR-IAH,05:22 PM,05:22 PM,08:03 PM,08:03 PM,early
850,flights,CO-47-IAH-LAX,08:25 PM,08:25 PM,08:56 PM,08:56 PM,late
851,flights,AA-2050-ORD-MIA,10:40 AM,11:05 AM,02:45 PM,02:46 PM,on_time
852,flights,UA-248-PHX-ORD,01:32 PM,01:32 PM,05:34 PM,05:34 PM,late
853,flights,AA-4330-CVG-ORD,03:36 PM,03:36 PM,03:33 PM,03:33 PM,early
854,flights,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:35 AM,10:36 AM,on_time
855,flights,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM,on_time
856,flights,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM,early
857,flights,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM,on_time
858,flights,UA-843-LAX-ORD,02:10 PM,02:10 PM,07:58 PM,07:58 PM,on_time
859,flights,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM,early
860,flights,AA-3842-MSP-ORD,06:00 AM,06:56 AM,07:30 AM,07:51 AM,late
861,flights,AA-643-MIA-ORD,07:10 AM,07:30 AM,09:35 AM,09:31 AM,on_time
862,flights,AA-1007-MIA-PHX,05:08 PM,05:08 PM,07:55 PM,07:55 PM,early
863,flights,UA-2906-PHL-MCO,03:50 PM,04:28 PM,06:23 PM,06:38 PM,on_time
864,flights,UA-938-DEN-ORD,04:15 PM,04:15 PM,07:36 PM,07:36 PM,on_time
865,flights,AA-1221-MCO-ORD,08:00 PM,08:23 PM,09:45 PM,09:53 PM,on_time
866,flights,CO-16-LAX-EWR,10:20 AM,10:20 AM,06:34 PM,06:34 PM,early
867,flights,UA-2515-DFW-CLT,07:07 AM,07:07 AM,10:47 AM,10:47 AM,late
868,flights,AA-400-DFW-JFK,11:01 AM,11:01 AM,03:04 PM,03:04 PM,on_time
869,flights,UA-664-ORD-PHL,01:33 PM,01:31 PM,04:31 PM,04:23 PM,early
870,flights,AA-3756-ORD-SLC,12:15 PM,12:41 PM,02:45 PM,02:50 PM,on_time
871,flights,UA-37-EWR-MCO,01:48 PM,01:48 PM,04:17 PM,04:17 PM,on_time
872,flights,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM,on_time
873,flights,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM,on_time
874,flights,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM,on_time
875,flights,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM,on_time
876,flights,AA-1165-JFK-MIA,06:59 AM,07:22 AM,10:34 AM,10:04 AM,early
877,flights,AA-431-MIA-SFO,08:35 AM,08:51 AM,11:50 AM,11:44 AM,early
878,flights,UA-3373-IAD-PHL,08:26 AM,08:26 AM,09:13 AM,09:13 AM,early
879,flights,AA-649-ORD-SNA,01:30 PM,01:30 PM,03:50 PM,03:50 PM,on_time
880,flights,CO-1250-MIA-IAH,03:01 PM,03:01 PM,04:59 PM,04:59 PM,on_time
881,flights,UA-6273-YYC-SFO,07:27 AM,07:27 AM,08:45 AM,08:45 AM,early
882,flights,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM,on_time
883,flights,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:40 PM,06:40 PM,on_time
884,flights,UA-858-PVG-SFO,01:32 PM,01:32 PM,08:02 AM,08:02 AM,early
885,flights,UA-2704-DTW-PHX,11:15 AM,11:15 AM,02:00 PM,02:00 PM,late
886,flights,AA-3063-SLC-LAX,08:39 PM,08:39 PM,09:20 PM,09:20 PM,on_time
887,flights,UA-2708-EWR-CLT,02:52 PM,02:52 PM,04:44 PM,04:44 PM,early
888,flights,UA-62-IAH-EWR,02:48 PM,02:48 PM,07:10 PM,07:10 PM,on_time
889,flights,UA-1500-IAH-GUA,09:16 AM,09:16 AM,11:45 AM,11:45 AM,on_time
890,flights,AA-3804-PHL-ORD,02:35 PM,02:44 PM,04:05 PM,03:43 PM,early
891,flights,AA-1917-JFK-MCO,02:55 PM,03:27 PM,05:55 PM,05:43 PM,early
892,flights,AA-2268-PHX-ORD,07:15 AM,07:22 AM,11:35 AM,11:06 AM,early
893,flights,AA-4277-CVG-JFK,12:10 PM,12:10 PM,02:15 PM,01:43 PM,early
894,flights,AA-2957-DFW-CVG,07:55 AM,08:04 AM,11:05 AM,11:01 AM,on_time
895,flights,UA-37-EDI-EWR,08:52 AM,08:52 AM,12:09 PM,12:09 PM,late
896,flights,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:35 PM,03:13 PM,late
897,flights,AA-415-BOS-ORD,08:56 AM,08:56 AM,10:16 AM,10:16 AM,early
898,flights,AA-85-JFK-SFO,03:05 PM,03:36 PM,06:30 PM,06:43 PM,on_time
899,flights,AA-3979-CVG-ORD,07:30 AM,08:04 AM,08:00 AM,08:06 AM,on_time
900,flights,AA-1544-SAN-ORD,11:40 AM,11:40 AM,04:56 PM,04:56 PM,early
901,flights,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:40 PM,06:15 PM,early
902,flights,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:27 PM,on_time
903,flights,AA-2525-DFW-MIA,07:25 AM,07:39 AM,11:10 AM,11:06 AM,on_time
904,flights,CO-50-CLE-EWR,03:31 PM,03:31 PM,05:26 PM,05:26 PM,late
905,flights,UA-3099-PHX-PHL,11:55 AM,11:43 AM,06:17 PM,05:38 PM,early
906,flights,AA-4198-ORD-CLE,10:40 AM,10:54 AM,12:55 PM,12:50 PM,early
907,flights,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM,early
908,flights,CO-45-EWR-MIA,04:00 PM,03:58 PM,07:05 PM,06:36 PM,early
909,flights,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM,early
910,flights,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:45 AM,11:12 AM,late
911,flights,AA-222-LAX-BOS,07:10 AM,07:31 AM,03:30 PM,03:14 PM,early
912,flightarrival,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:22 AM,early
913,flightarrival,AA-1640-MIA-MCO,06:30 PM,06:56 PM,07:25 PM,07:35 PM,on_time
914,flightarrival,UA-3925-IAD-ORF,08:41 AM,08:41 AM,09:54 AM,09:54 AM,early
915,flightarrival,AA-4344-ORD-DTW,12:14 PM,12:14 PM,02:01 PM,02:01 PM,on_time
916,flightarrival,UA-414-LAX-SFO,06:00 AM,06:00 AM,07:23 AM,07:23 AM,early
917,flightarrival,CO-1614-LAX-IAH,12:30 AM,12:30 AM,05:35 AM,05:35 AM,early
918,flightarrival,CO-52-IAH-LAX,07:56 AM,07:56 AM,09:09 AM,09:09 AM,early
919,flightarrival,CO-1090-BOS-IAH,09:45 AM,09:45 AM,01:16 PM,01:16 PM,on_time
920,flightarrival,AA-3468-CVG-MIA,07:00 AM,07:00 AM,09:55 AM,09:55 AM,early
921,flightarrival,CO-62-IAH-EWR,02:30 PM,02:30 PM,07:03 PM,07:03 PM,on_time
922,flightarrival,AA-466-IAH-MIA,06:00 AM,06:09 AM,09:20 AM,09:00 AM,early
923,flightarrival,AA-1664-MIA-ATL,10:15 AM,10:19 AM,12:10 PM,11:50 AM,early
924,flightarrival,AA-1279-DFW-PHX,01:00 PM,02:04 PM,02:35 PM,03:19 PM,late
925,flightarrival,AA-404-MIA-MCO,06:45 AM,06:57 AM,07:45 AM,07:40 AM,early
926,flightarrival,UA-382-IAD-LAX,12:56 PM,12:56 PM,03:20 PM,03:20 PM,on_time
927,flightarrival,CO-50-CLE-EWR,04:02 PM,04:02 PM,05:09 PM,05:09 PM,late
928,flightarrival,AA-616-DFW-DTW,09:05 AM,10:11 AM,12:35 PM,01:11 PM,late
929,flightarrival,AA-271-MIA-LAX,11:35 AM,11:52 AM,02:25 PM,02:17 PM,on_time
930,flightarrival,AA-2050-ORD-MIA,10:40 AM,11:06 AM,02:45 PM,02:36 PM,on_time
931,flightarrival,AA-4307-ORD-DTW,06:45 PM,06:55 PM,09:10 PM,08:53 PM,early
932,flightarrival,AA-3-JFK-LAX,12:00 PM,12:12 PM,03:15 PM,03:10 PM,on_time
933,flightarrival,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM,on_time
934,flightarrival,CO-1193-EWR-MCO,09:15 AM,09:15 AM,12:18 PM,12:18 PM,early
935,flightarrival,UA-2906-PHL-MCO,03:50 PM,04:46 PM,06:23 PM,06:36 PM,on_time
936,flightarrival,UA-938-DEN-ORD,04:37 PM,04:37 PM,07:26 PM,07:26 PM,on_time
937,flightarrival,AA-1221-MCO-ORD,08:00 PM,08:00 PM,09:45 PM,09:45 PM,on_time
938,flightarrival,CO-16-LAX-EWR,10:25 AM,10:25 AM,06:44 PM,06:44 PM,early
939,flightarrival,UA-2515-DFW-CLT,07:31 AM,07:31 AM,10:45 AM,10:45 AM,late
940,flightarrival,AA-400-DFW-JFK,10:40 AM,11:02 AM,02:59 PM,02:52 PM,on_time
941,flightarrival,UA-664-ORD-PHL,01:33 PM,01:48 PM,04:31 PM,04:18 PM,early
942,flightarrival,UA-37-EWR-MCO,01:29 PM,01:48 PM,04:17 PM,04:17 PM,on_time
943,flightarrival,UA-233-LAX-JFK,04:25 PM,04:28 PM,12:29 AM,12:01 AM,on_time
944,flightarrival,AA-2312-DFW-DTW,08:25 PM,08:29 PM,11:50 PM,11:35 PM,on_time
945,flightarrival,AA-431-MIA-SFO,08:35 AM,08:52 AM,11:50 AM,11:40 AM,early
946,flightarrival,UA-257-JFK-SFO,02:30 PM,02:43 PM,06:15 PM,05:28 PM,early
947,flightarrival,UA-3373-IAD-PHL,08:29 AM,08:29 AM,09:24 AM,09:24 AM,early
948,flightarrival,UA-828-SFO-ORD,11:08 PM,11:08 PM,05:11 AM,05:11 AM,on_time
949,flightarrival,CO-4888-IAH-DAL,05:30 PM,05:30 PM,06:09 PM,06:09 PM,on_time
950,flightarrival,UA-858-PVG-SFO,01:45 PM,01:45 PM,08:27 AM,08:27 AM,early
951,flightarrival,UA-2704-DTW-PHX,11:47 AM,11:47 AM,02:02 PM,02:02 PM,late
952,flightarrival,AA-3063-SLC-LAX,08:20 PM,08:39 PM,09:20 PM,09:19 PM,on_time
953,flightarrival,UA-1500-IAH-GUA,09:43 AM,09:43 AM,12:10 PM,12:10 PM,on_time
954,flightarrival,CO-1561-PHX-IAH,08:18 AM,08:18 AM,11:26 AM,11:26 AM,on_time
955,flightarrival,AA-2268-PHX-ORD,07:15 AM,07:23 AM,11:35 AM,11:04 AM,early
956,flightarrival,UA-2314-ATL-PHL,02:55 PM,02:55 PM,05:00 PM,05:00 PM,early
957,flightarrival,UA-6273-YYC-SFO,07:35 AM,07:35 AM,09:43 AM,09:43 AM,early
958,flightarrival,AA-4277-CVG-JFK,12:10 PM,12:11 PM,02:15 PM,01:40 PM,early
959,flightarrival,AA-2957-DFW-CVG,07:55 AM,07:55 AM,11:05 AM,11:05 AM,on_time
960,flightarrival,UA-37-EDI-EWR,09:05 AM,09:05 AM,11:53 AM,11:53 AM,late
961,flightarrival,UA-854-SFO-IAH,08:07 AM,08:07 AM,01:27 PM,01:27 PM,early
962,flightarrival,AA-85-JFK-SFO,03:05 PM,03:38 PM,06:30 PM,06:36 PM,on_time
963,flightarrival,AA-1544-SAN-ORD,11:25 AM,11:25 AM,05:25 PM,05:25 PM,early
964,flightarrival,AA-3786-IAH-ORD,04:00 PM,04:00 PM,06:40 PM,06:40 PM,early
965,flightarrival,CO-1088-CLE-IAH,09:01 AM,09:01 AM,10:47 AM,10:47 AM,on_time
966,flightarrival,AA-4198-ORD-CLE,10:40 AM,10:55 AM,12:55 PM,12:48 PM,early
967,flightarrival,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:40 AM,06:19 AM,early
968,flightarrival,AA-59-JFK-SFO,07:10 AM,07:40 AM,10:45 AM,11:00 AM,late
969,flightarrival,AA-222-LAX-BOS,07:10 AM,07:32 AM,03:30 PM,03:09 PM,early
970,flightwise,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:30 AM,09:22 AM,early
971,flightwise,AA-3842-MSP-ORD,06:00 AM,06:56 AM,06:50 AM,07:49 AM,late
972,flightwise,AA-643-MIA-ORD,07:10 AM,07:31 AM,09:00 AM,09:26 AM,on_time
973,flightwise,AA-1640-MIA-MCO,06:30 PM,06:47 PM,07:08 PM,07:25 PM,on_time
974,flightwise,AA-2525-DFW-MIA,07:25 AM,07:39 AM,10:43 AM,10:43 AM,on_time
975,flightwise,UA-3050-PHX-CLT,11:05 AM,11:45 AM,04:37 PM,04:57 PM,on_time
976,flightwise,UA-3925-IAD-ORF,08:41 AM,08:51 AM,09:34 AM,09:44 AM,early
977,flightwise,UA-664-ORD-PHL,01:33 PM,01:48 PM,04:20 PM,04:20 PM,early
978,flightwise,AA-789-ORD-DEN,01:05 PM,01:19 PM,02:17 PM,02:49 PM,late
979,flightwise,AA-2312-DFW-DTW,08:25 PM,08:29 PM,11:31 PM,11:35 PM,on_time
980,flightwise,CO-1694-LAX-IAH,07:15 PM,07:25 PM,11:52 PM,12:02 AM,on_time
981,flightwise,CO-63-EWR-IAH,05:25 PM,05:38 PM,08:04 PM,07:43 PM,early
982,flightwise,AA-3786-IAH-ORD,04:00 PM,04:12 PM,06:30 PM,06:11 PM,early
983,flightwise,CO-47-IAH-LAX,07:27 PM,07:27 PM,08:46 PM,08:46 PM,late
984,flightwise,AA-1434-DFW-MCO,07:15 AM,07:21 AM,10:18 AM,10:29 AM,on_time
985,flightwise,AA-4330-CVG-ORD,03:35 PM,03:36 PM,03:50 PM,03:26 PM,early
986,flightwise,AA-3809-PHX-LAX,06:00 AM,06:10 AM,06:30 AM,06:09 AM,early
987,flightwise,AA-59-JFK-SFO,07:10 AM,07:39 AM,10:09 AM,10:52 AM,late
988,flightwise,AA-4307-ORD-DTW,06:45 PM,06:56 PM,09:00 PM,08:38 PM,early
989,flightwise,AA-85-JFK-SFO,03:05 PM,03:36 PM,05:57 PM,06:30 PM,on_time
990,travelocity,AA-3859-IAH-ORD,07:10 AM,07:02 AM,09:40 AM,09:32 AM,early
991,travelocity,AA-518-MIA-JFK,06:40 AM,06:40 AM,09:25 AM,09:28 AM,on_time
992,travelocity,UA-397-JFK-SFO,08:48 AM,08:48 AM,11:58 AM,11:58 AM,on_time
993,travelocity,UA-3925-IAD-ORF,09:00 AM,09:00 AM,09:43 AM,09:43 AM,early
994,travelocity,AA-1733-ORD-PHX,07:45 PM,07:45 PM,10:30 PM,10:30 PM,on_time
995,travelocity,AA-1640-MIA-MCO,06:30 PM,06:30 PM,07:25 PM,07:25 PM,on_time
996,travelocity,AA-3-JFK-LAX,12:00 PM,11:54 AM,03:15 PM,03:16 PM,on_time
997,travelocity,UA-2830-MCO-CLT,03:27 PM,03:27 PM,05:05 PM,05:05 PM,on_time
998,travelocity,AA-1544-SAN-ORD,11:25 AM,11:20 AM,05:25 PM,04:56 PM,early
999,travelocity,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM,on_time
1000,travelocity,UA-414-LAX-SFO,06:09 AM,06:09 AM,07:17 AM,07:17 AM,early
1001,travelocity,AA-3756-ORD-SLC,12:15 PM,12:10 PM,02:45 PM,02:50 PM,on_time
1002,travelocity,UA-2726-FLL-PHL,04:00 PM,04:00 PM,06:46 PM,06:46 PM,early
1003,travelocity,AA-3468-CVG-MIA,07:00 AM,07:04 AM,09:55 AM,09:45 AM,early
1004,travelocity,UA-3515-IAD-MSP,08:24 AM,08:24 AM,09:56 AM,09:56 AM,early
1005,travelocity,AA-484-DFW-MIA,04:15 PM,04:16 PM,07:55 PM,07:39 PM,early
1006,travelocity,CO-62-IAH-EWR,02:30 PM,02:48 PM,07:03 PM,07:10 PM,on_time
1007,travelocity,AA-446-DFW-PHL,11:50 AM,11:54 AM,03:50 PM,04:09 PM,late
1008,travelocity,AA-466-IAH-MIA,06:00 AM,05:58 AM,09:20 AM,09:05 AM,early
1009,travelocity,UA-3050-PHX-CLT,11:05 AM,11:05 AM,04:57 PM,04:57 PM,on_time
1010,travelocity,CO-89-IAH-EWR,06:00 AM,06:02 AM,10:20 AM,10:27 AM,on_time
1011,travelocity,CO-1088-CLE-IAH,08:40 AM,08:40 AM,10:54 AM,10:56 AM,on_time
1012,travelocity,AA-1886-BOS-MIA,10:45 AM,10:42 AM,02:20 PM,01:40 PM,early
1013,travelocity,AA-2957-DFW-CVG,07:55 AM,07:51 AM,11:05 AM,11:01 AM,on_time
1014,travelocity,AA-1664-MIA-ATL,10:15 AM,10:10 AM,12:10 PM,11:56 AM,early
1015,travelocity,AA-3979-CVG-ORD,07:30 AM,07:28 AM,08:00 AM,08:06 AM,on_time
1016,travelocity,AA-1279-DFW-PHX,01:00 PM,01:48 PM,02:35 PM,03:30 PM,late
1017,travelocity,AA-616-DFW-DTW,09:05 AM,09:59 AM,12:35 PM,01:27 PM,late
1018,travelocity,AA-4344-ORD-DTW,11:45 AM,11:47 AM,02:00 PM,02:10 PM,on_time
1019,travelocity,UA-2945-PHL-CLT,12:00 PM,12:00 PM,01:45 PM,01:45 PM,early
1020,travelocity,AA-2525-DFW-MIA,07:25 AM,07:22 AM,11:10 AM,11:06 AM,on_time
1021,travelocity,AA-271-MIA-LAX,11:35 AM,11:33 AM,02:25 PM,02:27 PM,on_time
1022,travelocity,AA-2050-ORD-MIA,10:40 AM,10:46 AM,02:45 PM,02:46 PM,on_time
1023,travelocity,AA-1434-DFW-MCO,07:15 AM,07:08 AM,10:35 AM,10:36 AM,on_time
1024,travelocity,CO-1561-PHX-IAH,08:05 AM,08:00 AM,11:35 AM,11:32 AM,on_time
1025,travelocity,AA-4307-ORD-DTW,06:45 PM,06:40 PM,09:10 PM,08:53 PM,early
1026,travelocity,CO-1694-LAX-IAH,07:15 PM,07:15 PM,12:21 AM,12:21 AM,on_time
1027,travelocity,UA-843-LAX-ORD,02:37 PM,02:37 PM,07:58 PM,07:58 PM,on_time
1028,travelocity,CO-1193-EWR-MCO,09:15 AM,09:14 AM,12:18 PM,12:09 PM,early
1029,travelocity,AA-3842-MSP-ORD,06:00 AM,05:59 AM,07:30 AM,07:51 AM,late
1030,travelocity,AA-643-MIA-ORD,07:10 AM,07:10 AM,09:35 AM,09:31 AM,on_time
1031,travelocity,UA-2906-PHL-MCO,03:50 PM,03:50 PM,06:23 PM,06:23 PM,on_time
1032,travelocity,AA-1221-MCO-ORD,08:00 PM,08:01 PM,09:45 PM,09:53 PM,on_time
1033,travelocity,UA-2515-DFW-CLT,07:05 AM,07:05 AM,10:31 AM,10:31 AM,late
1034,travelocity,AA-400-DFW-JFK,10:40 AM,10:47 AM,02:59 PM,03:04 PM,on_time
1035,travelocity,UA-664-ORD-PHL,01:47 PM,01:47 PM,04:23 PM,04:23 PM,early
1036,travelocity,AA-1522-SFO-ORD,11:55 PM,11:55 PM,05:50 AM,05:50 AM,on_time
1037,travelocity,UA-233-LAX-JFK,04:25 PM,04:25 PM,12:29 AM,12:29 AM,on_time
1038,travelocity,AA-3823-LAX-DEN,09:00 PM,09:00 PM,12:15 AM,12:15 AM,on_time
1039,travelocity,AA-2312-DFW-DTW,08:25 PM,08:25 PM,11:50 PM,11:50 PM,on_time
1040,travelocity,AA-1165-JFK-MIA,06:59 AM,06:56 AM,10:34 AM,10:04 AM,early
1041,travelocity,AA-431-MIA-SFO,08:35 AM,08:31 AM,11:50 AM,11:44 AM,early
1042,travelocity,UA-257-JFK-SFO,Not Available,02:42 PM,Not Available,05:42 PM,early
1043,travelocity,UA-3373-IAD-PHL,Not Available,08:35 AM,Not Available,09:13 AM,early
1044,travelocity,AA-649-ORD-SNA,01:30 PM,Not Available,03:50 PM,Not Available,on_time
1045,travelocity,CO-1250-MIA-IAH,02:53 PM,03:01 PM,04:48 PM,04:59 PM,on_time
1046,travelocity,UA-6273-YYC-SFO,Not Available,07:41 AM,Not Available,08:45 AM,early
1047,travelocity,UA-858-PVG-SFO,Not Available,01:50 PM,Not Available,08:02 AM,early
1048,travelocity,UA-2704-DTW-PHX,11:15 AM,Contact Airline,01:40 PM,Contact Airline,late
1049,travelocity,AA-3063-SLC-LAX,08:20 PM,08:30 PM,09:20 PM,09:19 PM,on_time
1050,travelocity,UA-2708-EWR-CLT,02:55 PM,Contact Airline,04:53 PM,Contact Airline,early
1051,travelocity,UA-62-IAH-EWR,02:30 PM,Contact Airline,07:03 PM,Contact Airline,on_time
1052,travelocity,AA-3804-PHL-ORD,02:35 PM,02:32 PM,04:05 PM,03:43 PM,early
1053,travelocity,AA-1917-JFK-MCO,02:55 PM,03:00 PM,05:55 PM,05:43 PM,early
1054,travelocity,AA-2268-PHX-ORD,07:15 AM,07:10 AM,11:35 AM,11:06 AM,early
1055,travelocity,UA-2314-ATL-PHL,02:55 PM,Contact Airline,05:00 PM,Contact Airline,early
1056,travelocity,AA-4277-CVG-JFK,12:10 PM,12:01 PM,02:15 PM,01:43 PM,early
1057,travelocity,UA-37-EDI-EWR,09:05 AM,Contact Airline,11:53 AM,Contact Airline,late
1058,travelocity,AA-789-ORD-DEN,01:05 PM,01:06 PM,02:35 PM,03:13 PM,late
1059,travelocity,UA-854-SFO-IAH,Not Available,08:07 AM,Not Available,01:30 PM,early
1060,travelocity,AA-415-BOS-ORD,08:35 AM,08:32 AM,10:40 AM,10:16 AM,early
1061,travelocity,AA-85-JFK-SFO,03:05 PM,03:09 PM,06:30 PM,06:43 PM,on_time
1062,travelocity,AA-3786-IAH-ORD,04:00 PM,03:52 PM,06:40 PM,06:15 PM,early
1063,travelocity,CO-50-CLE-EWR,02:55 PM,03:31 PM,04:49 PM,05:26 PM,late
1064,travelocity,UA-3099-PHX-PHL,11:55 AM,Contact Airline,06:17 PM,Contact Airline,early
1065,travelocity,AA-4198-ORD-CLE,10:40 AM,10:35 AM,12:55 PM,12:50 PM,early
1066,travelocity,AA-222-LAX-BOS,07:10 AM,07:05 AM,03:30 PM,03:14 PM,early
1067,travelocity,AA-404-MIA-MCO,06:45 AM,06:41 AM,07:45 AM,07:40 AM,early
1068,travelocity,CO-45-EWR-MIA,04:00 PM,03:58 PM,07:05 PM,06:36 PM,early
1069,travelocity,AA-3809-PHX-LAX,06:00 AM,05:56 AM,06:40 AM,06:19 AM,early
1070,travelocity,AA-59-JFK-SFO,07:10 AM,07:14 AM,10:45 AM,11:12 AM,late
1071,foxbusiness,AA-3859-IAH-ORD,07:10 AM,07:16 AM,09:40 AM,09:22 AM,early
1072,foxbusiness,CO-1586-IAH-MCO,07:42 PM,07:42 PM,10:29 PM,10:29 PM,on_time
1073,foxbusiness,AA-518-MIA-JFK,06:40 AM,06:54 AM,09:25 AM,09:28 AM,on_time
1074,foxbusiness,UA-397-JFK-SFO,08:00 AM,08:49 AM,11:55 AM,11:58 AM,on_time
1075,foxbusiness,UA-3925-IAD-ORF,09:01 AM,09:01 AM,09:43 AM,09:43 AM,early
1076,foxbusiness,AA-1733-ORD-PHX,07:45 PM,07:59 PM,10:30 PM,10:30 PM,on_time
1077,foxbusiness,AA-3-JFK-LAX,12:00 PM,12:12 PM,03:15 PM,03:16 PM,on_time
1078,foxbusiness,UA-2830-MCO-CLT,03:27 PM,03:50 PM,05:05 PM,05:17 PM,on_time
1079,foxbusiness,CO-58-DEN-IAH,12:37 PM,12:37 PM,03:31 PM,03:31 PM,late
1080,foxbusiness,UA-5487-SFO-MRY,10:53 AM,10:53 AM,11:21 AM,11:21 AM,on_time
1081,foxbusiness,AA-204-LAX-MCO,11:25 PM,11:25 PM,06:55 AM,06:55 AM,on_time
1082,foxbusiness,UA-414-LAX-SFO,06:10 AM,06:10 AM,07:17 AM,07:17 AM,early
1083,foxbusiness,CO-1614-LAX-IAH,12:58 AM,12:58 AM,05:26 AM,05:26 AM,early
1084,foxbusiness,UA-2726-FLL-PHL,04:00 PM,04:10 PM,06:46 PM,06:25 PM,early
1085,foxbusiness,CO-52-IAH-LAX,07:56 AM,07:56 AM,09:09 AM,09:09 AM,early
1086,foxbusiness,CO-1090-BOS-IAH,10:35 AM,10:35 AM,01:19 PM,01:19 PM,on_time
1087,foxbusiness,AA-616-DFW-DTW,09:05 AM,10:11 AM,12:35 PM,01:18 PM,late
1088,foxbusiness,UA-3515-IAD-MSP,08:26 AM,08:26 AM,09:56 AM,09:56 AM,early
1089,foxbusiness,AA-3468-CVG-MIA,07:00 AM,07:25 AM,09:55 AM,09:45 AM,early
1090,foxbusiness,AA-484-DFW-MIA,04:15 PM,04:30 PM,07:55 PM,07:39 PM,early
1091,foxbusiness,AA-1886-BOS-MIA,10:55 AM,10:55 AM,01:40 PM,01:40 PM,early
1092,foxbusiness,CO-62-IAH-EWR,02:59 PM,02:59 PM,07:10 PM,07:10 PM,on_time
1093,foxbusiness,CO-1561-PHX-IAH,08:18 AM,08:18 AM,11:32 AM,11:32 AM,on_time
