index,beer_name,ounces,abv,ibu,brewery_id,brewery_name,city,state,style
1853,Sierra Nevada Pale Ale,12,0.056,37,83,Sierra Nevada Brewing Company,Chico,CA,American Pale Ale (APA)
1854,Sietsema Red Label,16,0.069,,137,Sietsema Orchards and Cider Mill,Ada,MI,Cider
1855,Bear Ass Brown,12,0.042,,551,Silverton Brewery,Silverton,CO,American Brown Ale
1856,Red Mountain Ale,12,0.06,,551,Silverton Brewery,Silverton,CO,American Amber / Red Ale
1857,Ice Pick Ale,12,0.068,,551,Silverton Brewery,Silverton,CO,American IPA
1858,4Beans,12,0.1,52,46,Sixpoint Craft Ales,Brooklyn,NY,Baltic Porter
1859,Jammer,12,0.042,16,46,Sixpoint Craft Ales,Brooklyn,NY,Gose
1860,Abigale,12,0.08,,46,Sixpoint Craft Ales,Brooklyn,NY,Belgian Pale Ale
1861,Rad,16,0.032,7,46,Sixpoint Craft Ales,Brooklyn,NY,Fruit / Vegetable Beer
1862,Bengali,24,0.065,62,46,Sixpoint Craft Ales,Brooklyn,NY,American IPA
1863,Sensi Harvest,12,0.047,50,46,Sixpoint Craft Ales,Brooklyn,NY,American Pale Ale (APA)
1864,Hi-Res,12,0.099,111,46,Sixpoint Craft Ales,Brooklyn,NY,American Double / Imperial IPA
1865,Global Warmer,12,0.07,70,46,Sixpoint Craft Ales,Brooklyn,NY,American Strong Ale
1866,Autumnation (2013),16,0.067,74,46,Sixpoint Craft Ales,Brooklyn,NY,American IPA
1867,The Crisp,16,0.054,42,46,Sixpoint Craft Ales,Brooklyn,NY,German Pilsener
1868,Sweet Action,16,0.052,34,46,Sixpoint Craft Ales,Brooklyn,NY,Cream Ale
1869,Righteous Ale,16,0.063,57,46,Sixpoint Craft Ales,Brooklyn,NY,Rye Beer
1870,Bengali Tiger,16,0.064,62,46,Sixpoint Craft Ales,Brooklyn,NY,American IPA
1871,3Beans,12,0.099,85,46,Sixpoint Craft Ales,Brooklyn,NY,Baltic Porter
1872,Brownstone,16,0.059,47,46,Sixpoint Craft Ales,Brooklyn,NY,American Brown Ale
1873,Apollo,16,0.052,11,46,Sixpoint Craft Ales,Brooklyn,NY,American Pale Wheat Ale
1874,Harbinger,16,0.049,35,46,Sixpoint Craft Ales,Brooklyn,NY,Saison / Farmhouse Ale
1875,Resin,12,0.091,103,46,Sixpoint Craft Ales,Brooklyn,NY,American Double / Imperial IPA
1876,Diesel,16,0.063,69,46,Sixpoint Craft Ales,Brooklyn,NY,American Stout
1877,Autumnation (2011-12) (2011),16,0.06,48,46,Sixpoint Craft Ales,Brooklyn,NY,Pumpkin Ale
1878,The Crisp (2011),16,0.054,42,46,Sixpoint Craft Ales,Brooklyn,NY,German Pilsener
1879,Sweet Action (2011),16,0.052,34,46,Sixpoint Craft Ales,Brooklyn,NY,Cream Ale
1880,Righteous Ale (2011),16,0.063,57,46,Sixpoint Craft Ales,Brooklyn,NY,Rye Beer
1881,Bengali Tiger (2011),16,0.064,62,46,Sixpoint Craft Ales,Brooklyn,NY,American IPA
1882,Rudie Session IPA,12,0.045,,264,Ska Brewing Company,Durango,CO,American IPA
1883,Taster's Choice,12,0.074,,264,Ska Brewing Company,Durango,CO,Doppelbock
1884,Modus Hoperandi,12,0.068,65,264,Ska Brewing Company,Durango,CO,American IPA
1885,Estival Cream Stout,12,0.058,15,264,Ska Brewing Company,Durango,CO,American Stout
1886,Vernal Minthe Stout,12,0.058,,264,Ska Brewing Company,Durango,CO,American Stout
1887,Hibernal Vinifera Stout,12,0.08,,264,Ska Brewing Company,Durango,CO,Foreign / Export Stout
1888,Autumnal Molé Stout,12,,,264,Ska Brewing Company,Durango,CO,American Stout
1889,Mexican Logger,12,0.042,18,264,Ska Brewing Company,Durango,CO,American Pale Lager
1890,True Blonde Ale,12,0.053,,264,Ska Brewing Company,Durango,CO,American Blonde Ale
1891,Euphoria Pale Ale,12,0.061,,264,Ska Brewing Company,Durango,CO,American Pale Ale (APA)
1892,ESB Special Ale,12,0.057,58,264,Ska Brewing Company,Durango,CO,Extra Special / Strong Bitter (ESB)
1893,Modus Hoperandi,12,0.068,65,264,Ska Brewing Company,Durango,CO,American IPA
1894,Iron Butt Red Ale,12,0.058,39,313,Slanted Rock Brewing Company,Meridian,ID,American Amber / Red Ale
1895,Initial Point India Pale Ale,12,0.071,92,313,Slanted Rock Brewing Company,Meridian,ID,American IPA
1896,Monkey Dancing On A Razor Blade,24,0.085,,64,SlapShot Brewing Company,Chicago,IL,Belgian IPA
1897,Tripel Deke,24,0.082,,64,SlapShot Brewing Company,Chicago,IL,Tripel
1898,Urban Wilderness Pale Ale,12,0.049,,557,Sleeping Lady Brewing Company,Anchorage,AK,English Pale Ale
1899,Homefront IPA,12,0.06,70,163,Sly Fox Brewing Company,Phoenixville,PA,American IPA
1900,Sly Fox Christmas Ale 2013,12,0.055,16,371,Sly Fox Brewing Company,Pottstown,PA,Winter Warmer
1901,Grisette,12,0.056,25,371,Sly Fox Brewing Company,Pottstown,PA,Grisette
1902,360° India Pale Ale,12,0.062,,371,Sly Fox Brewing Company,Pottstown,PA,American IPA
1903,Helles Golden Lager,12,0.049,18,371,Sly Fox Brewing Company,Pottstown,PA,Munich Helles Lager
1904,Sly Fox Christmas Ale 2012 (2012),12,0.055,16,371,Sly Fox Brewing Company,Pottstown,PA,Winter Warmer
1905,Odyssey Imperial IPA,12,0.084,90,371,Sly Fox Brewing Company,Pottstown,PA,American Double / Imperial IPA
1906,Oktoberfest Lager,12,0.058,25,371,Sly Fox Brewing Company,Pottstown,PA,Märzen / Oktoberfest
1907,113 IPA,12,0.07,113,371,Sly Fox Brewing Company,Pottstown,PA,American IPA
1908,Dunkel Lager,12,0.053,21,371,Sly Fox Brewing Company,Pottstown,PA,Munich Dunkel Lager
1909,Royal Weisse Ale,12,0.056,11,371,Sly Fox Brewing Company,Pottstown,PA,Hefeweizen
1910,Pikeland Pils,12,0.049,44,371,Sly Fox Brewing Company,Pottstown,PA,German Pilsener
1911,Phoenix Pale Ale,12,0.051,40,371,Sly Fox Brewing Company,Pottstown,PA,American Pale Ale (APA)
1912,Rule G IPA,12,0.07,88,115,Smartmouth Brewing Company,Norfolk,VA,American IPA
1913,Murphy's Law,12,0.058,35,115,Smartmouth Brewing Company,Norfolk,VA,American Amber / Red Ale
1914,Alter Ego,12,0.062,33,115,Smartmouth Brewing Company,Norfolk,VA,Saison / Farmhouse Ale
1915,Monarch Pilsner,12,0.05,,191,Snake River Brewing Company,Jackson,WY,American Pilsner
1916,Snow King Pale Ale,12,0.06,55,191,Snake River Brewing Company,Jackson,WY,American Pale Ale (APA)
1917,Zonker Stout,12,0.054,36,191,Snake River Brewing Company,Jackson,WY,Foreign / Export Stout
1918,OB-1 Organic Ale,12,0.05,22,191,Snake River Brewing Company,Jackson,WY,English Brown Ale
1919,Snake River Lager,12,0.05,18,191,Snake River Brewing Company,Jackson,WY,Vienna Lager
1920,Snake River Pale Ale,12,0.052,32,191,Snake River Brewing Company,Jackson,WY,American Pale Ale (APA)
1921,Pako’s EyePA,12,0.068,60,191,Snake River Brewing Company,Jackson,WY,American IPA
1922,Thanksgiving Ale,12,0.05,,309,Sockeye Brewing Company,Boise,ID,Kölsch
1923,Double Dagger Imperial IPA,12,0.092,,309,Sockeye Brewing Company,Boise,ID,American Double / Imperial IPA
1924,Dagger Falls IPA,12,0.063,100,309,Sockeye Brewing Company,Boise,ID,American IPA
1925,Dagger Falls IPA,12,0.063,100,309,Sockeye Brewing Company,Boise,ID,American IPA
1926,Socktoberfest,16,0.06,,309,Sockeye Brewing Company,Boise,ID,Märzen / Oktoberfest
1927,Hopnoxious Imperial IPA,12,0.079,,309,Sockeye Brewing Company,Boise,ID,American Double / Imperial IPA
1928,Barrel Aged Seven Devils Imperial Stout,12,0.099,,309,Sockeye Brewing Company,Boise,ID,American Double / Imperial Stout
1929,Boise Co-Op Two Score Ale,16,0.055,,309,Sockeye Brewing Company,Boise,ID,Saison / Farmhouse Ale
1930,Sockeye Belgian Style Summer Ale,16,0.05,,309,Sockeye Brewing Company,Boise,ID,Witbier
1931,Sockeye Maibock,12,0.064,,309,Sockeye Brewing Company,Boise,ID,Maibock / Helles Bock
1932,Old Devil's Tooth,12,0.099,100,309,Sockeye Brewing Company,Boise,ID,American Barleywine
1933,Galena Golden,12,0.043,,309,Sockeye Brewing Company,Boise,ID,American Blonde Ale
1934,Hell-Diver Pale Ale,12,0.052,32,309,Sockeye Brewing Company,Boise,ID,American Pale Ale (APA)
1935,Woolybugger Wheat,12,0.046,12,309,Sockeye Brewing Company,Boise,ID,American Pale Wheat Ale
1936,Power House Porter,12,0.057,,309,Sockeye Brewing Company,Boise,ID,American Porter
1937,Winterfest,16,0.084,90,309,Sockeye Brewing Company,Boise,ID,American Strong Ale
1938,Dagger Falls IPA,12,0.063,100,309,Sockeye Brewing Company,Boise,ID,American IPA
1939,LuckenBock,16,0.07,18,257,South Austin Brewery,South Austin,TX,Bock
1940,Texas Pale Ale (TPA),16,0.055,40,257,South Austin Brewery,South Austin,TX,American IPA
1941,6 String Saison,16,0.08,,257,South Austin Brewery,South Austin,TX,Saison / Farmhouse Ale
1942,Kol' Beer,16,0.05,22,257,South Austin Brewery,South Austin,TX,Kölsch
1943,Montauk Light,12,0.035,,249,Southampton Publick House,Southampton,NY,Light Lager
1944,Na Zdraví Pilsner,16,0.048,32,436,Southern Oregon Brewing Company,Medford,OR,Czech Pilsener
1945,Nice Rack IPA,16,0.055,65,436,Southern Oregon Brewing Company,Medford,OR,American IPA
1946,2014 IPA Cicada Series,16,0.075,72,133,Southern Prohibition Brewing Com...,Hattiesburg,MS,American IPA
1947,Sinister Minister Black IPA,16,0.077,65,133,Southern Prohibition Brewing Com...,Hattiesburg,MS,American IPA
1948,Jack the Sipper,12,0.053,45,133,Southern Prohibition Brewing Com...,Hattiesburg,MS,Extra Special / Strong Bitter (ESB)
1949,Devil's Harvest Extra Pale Ale,12,0.058,60,133,Southern Prohibition Brewing Com...,Hattiesburg,MS,American Pale Ale (APA)
1950,Suzy B Dirty Blonde Ale,12,0.05,20,133,Southern Prohibition Brewing Com...,Hattiesburg,MS,American Blonde Ale
1951,Mississippi Fire Ant,16,0.08,80,133,Southern Prohibition Brewing Com...,Hattiesburg,MS,American Amber / Red Ale
1952,Hipster Breakfast,16,0.058,40,133,Southern Prohibition Brewing Com...,Hattiesburg,MS,Oatmeal Stout
1953,Suzy B Dirty Blonde Ale,16,0.05,20,133,Southern Prohibition Brewing Com...,Hattiesburg,MS,American Blonde Ale
1954,Devil's Harvest Extra Pale Ale,16,0.058,60,133,Southern Prohibition Brewing Com...,Hattiesburg,MS,American Pale Ale (APA)
1955,Pine Belt Pale Ale,12,0.065,45,118,Southern Star Brewing Company,Conroe,TX,American Pale Ale (APA)
1956,Walloon,12,0.055,,118,Southern Star Brewing Company,Conroe,TX,Saison / Farmhouse Ale
1957,Le Mort Vivant,12,0.069,23,118,Southern Star Brewing Company,Conroe,TX,Bière de Garde
1958,Red Cockaded Ale,12,0.085,110,118,Southern Star Brewing Company,Conroe,TX,American Double / Imperial IPA
1959,Valkyrie Double IPA,12,0.092,100,118,Southern Star Brewing Company,Conroe,TX,American Double / Imperial IPA
1960,Red Cockaded Ale (2013),12,0.085,110,118,Southern Star Brewing Company,Conroe,TX,American Double / Imperial IPA
1961,Old Potentate,12,0.072,40,118,Southern Star Brewing Company,Conroe,TX,Old Ale
1962,Bombshell Blonde,16,0.05,20,118,Southern Star Brewing Company,Conroe,TX,American Blonde Ale
1963,PRO-AM (2012) (2012),12,0.099,100,118,Southern Star Brewing Company,Conroe,TX,American Double / Imperial IPA
1964,Walloon (2014),12,0.055,,118,Southern Star Brewing Company,Conroe,TX,Saison / Farmhouse Ale
1965,Le Mort Vivant (2011),12,0.069,23,118,Southern Star Brewing Company,Conroe,TX,Bière de Garde
1966,Buried Hatchet Stout,12,0.083,50,118,Southern Star Brewing Company,Conroe,TX,Foreign / Export Stout
1967,Pine Belt Pale Ale,16,0.065,45,118,Southern Star Brewing Company,Conroe,TX,American Pale Ale (APA)
1968,Bombshell Blonde,12,0.05,20,118,Southern Star Brewing Company,Conroe,TX,American Blonde Ale
1969,Baby Daddy Session IPA,12,0.047,35,78,Speakasy Ales & Lagers,San Francisco,CA,American IPA
1970,Hopluia (2004),16,,,508,Spilker Ales,Cortland,NE,English India Pale Ale (IPA)
1971,Ball & Chain (2014),16,0.058,,175,Spiteful Brewing Company,Chicago,IL,American Pale Ale (APA)
1972,Bitter Biker Double IPA,16,0.096,,175,Spiteful Brewing Company,Chicago,IL,American Double / Imperial IPA
1973,God Damn Pigeon Porter,16,0.082,,175,Spiteful Brewing Company,Chicago,IL,American Porter
1974,Working for the Weekend,16,0.079,,175,Spiteful Brewing Company,Chicago,IL,American Double / Imperial IPA
1975,Angry Adam,16,0.06,,175,Spiteful Brewing Company,Chicago,IL,American Amber / Red Ale
1976,Freedom Fries,16,0.055,,175,Spiteful Brewing Company,Chicago,IL,American Stout
1977,Bitter Biker Double IPA,12,0.096,,175,Spiteful Brewing Company,Chicago,IL,American Double / Imperial IPA
1978,Ghost Bike Pale Ale,16,0.073,,175,Spiteful Brewing Company,Chicago,IL,American Pale Ale (APA)
1979,Spiteful IPA,12,0.062,,175,Spiteful Brewing Company,Chicago,IL,American IPA
1980,Alley Time,12,0.06,,175,Spiteful Brewing Company,Chicago,IL,American Pale Ale (APA)
1981,Fat Badger,12,0.058,,175,Spiteful Brewing Company,Chicago,IL,Irish Red Ale
1982,In the Weeds,12,0.055,,175,Spiteful Brewing Company,Chicago,IL,American Pale Wheat Ale
1983,Special Amber,12,0.05,22,498,Sprecher Brewing Company,Glendale,WI,Vienna Lager
1984,Special Amber,12,0.05,22,498,Sprecher Brewing Company,Glendale,WI,Vienna Lager
1985,Seven Gates Pale Ale,12,0.056,,372,Spring House Brewing Company,Conestoga,PA,American Pale Ale (APA)
1986,Gunga Din,16,0.052,,186,St. Julian Winery,Paw Paw,MI,Cider
1987,Starr Pils,12,0.042,20,383,Starr Hill Brewery,Crozet,VA,German Pilsener
1988,Northern Lights India Pale Ale,16,0.065,52,383,Starr Hill Brewery,Crozet,VA,American IPA
1989,Festie,12,0.048,12,383,Starr Hill Brewery,Crozet,VA,Märzen / Oktoberfest
1990,Northern Lights India Pale Ale,12,0.065,52,383,Starr Hill Brewery,Crozet,VA,American IPA
1991,Third Eye Enlightened Pale Ale,12,0.065,65,119,Steamworks Brewing Company,Durango,CO,American Pale Ale (APA)
1992,Colorado Kölsch,12,0.049,17,119,Steamworks Brewing Company,Durango,CO,Kölsch
1993,Steam Engine Lager,12,0.057,25,119,Steamworks Brewing Company,Durango,CO,American Amber / Red Lager
1994,Third Eye Pale Ale,12,0.065,65,119,Steamworks Brewing Company,Durango,CO,American IPA
1995,Point Special (Current),12,0.047,9,131,Stevens Point Brewery,Stevens Point,WI,American Adjunct Lager
1996,Point Special,12,0.047,9,131,Stevens Point Brewery,Stevens Point,WI,American Adjunct Lager
1997,Point Cascade Pale Ale (2013),12,0.054,33,131,Stevens Point Brewery,Stevens Point,WI,American Pale Ale (APA)
1998,Point Special,12,0.047,9,131,Stevens Point Brewery,Stevens Point,WI,American Adjunct Lager
1999,Onyx Black Ale,12,0.052,9,131,Stevens Point Brewery,Stevens Point,WI,American Black Ale
2000,Beyond The Pale IPA,12,0.063,64,131,Stevens Point Brewery,Stevens Point,WI,American IPA
2001,Point Special (2013),12,0.047,9,131,Stevens Point Brewery,Stevens Point,WI,American Adjunct Lager
2002,Point Special (2012),12,0.047,9,131,Stevens Point Brewery,Stevens Point,WI,American Adjunct Lager
2003,Point Special Lager,16,0.047,9,131,Stevens Point Brewery,Stevens Point,WI,American Adjunct Lager
2004,St. Benedict's Winter Ale,12,0.062,,131,Stevens Point Brewery,Stevens Point,WI,Winter Warmer
2005,Point Oktoberfest,16,0.057,15,131,Stevens Point Brewery,Stevens Point,WI,Märzen / Oktoberfest
2006,Point Nude Beach Summer Wheat,16,0.052,7,131,Stevens Point Brewery,Stevens Point,WI,American Pale Wheat Ale
2007,Point Nude Beach Summer Wheat,12,0.05,7,131,Stevens Point Brewery,Stevens Point,WI,American Pale Wheat Ale
2008,Point Nude Beach Summer Wheat (2011),12,0.05,7,131,Stevens Point Brewery,Stevens Point,WI,American Pale Wheat Ale
2009,Drop Dead Blonde,12,0.035,,131,Stevens Point Brewery,Stevens Point,WI,American Blonde Ale
2010,Three Kings Ale,12,0.049,13,131,Stevens Point Brewery,Stevens Point,WI,Kölsch
2011,Point Oktoberfest,12,0.057,15,131,Stevens Point Brewery,Stevens Point,WI,Märzen / Oktoberfest
2012,2012 Black Ale,12,0.054,32,131,Stevens Point Brewery,Stevens Point,WI,American Brown Ale
2013,Point Nude Beach Summer Wheat (2010),12,0.05,7,131,Stevens Point Brewery,Stevens Point,WI,American Pale Wheat Ale
2014,Point Cascade Pale Ale,12,0.054,33,131,Stevens Point Brewery,Stevens Point,WI,American Pale Ale (APA)
2015,Point Amber Classic,12,0.047,14,131,Stevens Point Brewery,Stevens Point,WI,American Amber / Red Lager
2016,Point Special Lager,12,0.047,9,131,Stevens Point Brewery,Stevens Point,WI,American Adjunct Lager
2017,Wisco Disco,16,0.051,31,486,Stillmank Beer Company,Green Bay,WI,American Amber / Red Ale
2018,Brontide,12,0.05,,255,Stillwater Artisanal Ales,Baltimore,MD,American Black Ale
2019,Brontide,12,0.05,,255,Stillwater Artisanal Ales,Baltimore,MD,American Black Ale
2020,Classique,12,0.045,,255,Stillwater Artisanal Ales,Baltimore,MD,Saison / Farmhouse Ale
2021,Sunsplash Golden Ale (2004),12,0.045,,492,Stone Coast Brewing Company,Portland,ME,American Blonde Ale
2022,Sand Island Lighthouse,12,0.051,25,412,Straight to Ale,Huntsville,AL,Kölsch
2023,Lily Flagg Milk Stout,12,0.05,30,412,Straight to Ale,Huntsville,AL,Milk / Sweet Stout
2024,Monkeynaut IPA,12,0.072,70,412,Straight to Ale,Huntsville,AL,American IPA
2025,Straub Beer (Current),12,0.05,,129,Straub Brewery,St Mary's,PA,American Adjunct Lager
2026,American Lager,12,0.041,8,129,Straub Brewery,St Mary's,PA,American Adjunct Lager
2027,American Amber,12,0.041,8,129,Straub Brewery,St Mary's,PA,American Amber / Red Lager
2028,American Light,12,0.032,13,129,Straub Brewery,St Mary's,PA,Light Lager
2029,Extra Pale Ale,12,0.053,49,138,Summit Brewing Company,St Paul,MN,American Pale Ale (APA)
2030,Make It So,12,0.053,40,58,Summit Brewing Company,St. Paul,MN,Extra Special / Strong Bitter (ESB)
2031,Hopvale Organic Ale,16,0.047,55,58,Summit Brewing Company,St. Paul,MN,American Pale Ale (APA)
2032,Unchained #18 Hop Silo,16,0.083,100,58,Summit Brewing Company,St. Paul,MN,American Double / Imperial IPA
2033,Tip Off,16,0.052,29,25,Sun King Brewing Company,Indianapolis,IN,Altbier
2034,Java Mac,16,0.054,,25,Sun King Brewing Company,Indianapolis,IN,Scottish Ale
2035,Cowbell,16,0.054,23,25,Sun King Brewing Company,Indianapolis,IN,American Porter
2036,Hop Up Offa That Brett (2014),16,0.058,20,25,Sun King Brewing Company,Indianapolis,IN,Belgian Pale Ale
2037,PV Muckle (2013),16,0.083,23,25,Sun King Brewing Company,Indianapolis,IN,Scotch Ale / Wee Heavy
2038,Bourbon Barrel Batch 666: Sympathy for the Devil,16,0.099,36,25,Sun King Brewing Company,Indianapolis,IN,Belgian Dark Ale
2039,Whip Fight,16,0.09,30,25,Sun King Brewing Company,Indianapolis,IN,Scotch Ale / Wee Heavy
2040,Port Barrel Wee Mac,16,0.053,23,25,Sun King Brewing Company,Indianapolis,IN,Scotch Ale / Wee Heavy
2041,Fistful Of Hops Red,16,0.064,75,25,Sun King Brewing Company,Indianapolis,IN,American IPA
2042,Fistful of Hops Orange,16,0.063,75,25,Sun King Brewing Company,Indianapolis,IN,American IPA
2043,Fistful Of Hops Blue,16,0.064,75,25,Sun King Brewing Company,Indianapolis,IN,American IPA
2044,Fistful of Hops Green,16,0.064,75,25,Sun King Brewing Company,Indianapolis,IN,American IPA
2045,30 Min Coma,16,,,25,Sun King Brewing Company,Indianapolis,IN,Belgian IPA
2046,Wee Muckle,16,0.09,30,25,Sun King Brewing Company,Indianapolis,IN,Scotch Ale / Wee Heavy
2047,Royal Brat,16,0.065,55,25,Sun King Brewing Company,Indianapolis,IN,Extra Special / Strong Bitter (ESB)
2048,Grapefruit Jungle (GFJ),16,0.075,77,25,Sun King Brewing Company,Indianapolis,IN,American IPA
2049,Osiris Pale Ale,16,0.056,50,25,Sun King Brewing Company,Indianapolis,IN,American Pale Ale (APA)
2050,Bourbon Barrel Aged Timmie,16,0.099,75,25,Sun King Brewing Company,Indianapolis,IN,Russian Imperial Stout
2051,Stupid Sexy Flanders,16,0.063,23,25,Sun King Brewing Company,Indianapolis,IN,Flanders Oud Bruin
2052,Bourbon Barrel Cowbell,16,,,25,Sun King Brewing Company,Indianapolis,IN,American Porter
2053,Popcorn Pilsner,16,0.054,,25,Sun King Brewing Company,Indianapolis,IN,German Pilsener
2054,Ring of Dingle,16,0.071,27,25,Sun King Brewing Company,Indianapolis,IN,Irish Dry Stout
2055,Bourbon Barrel Wee Mac,16,0.054,23,25,Sun King Brewing Company,Indianapolis,IN,Scottish Ale
2056,Bourbon Barrel Johan,16,0.099,60,25,Sun King Brewing Company,Indianapolis,IN,English Barleywine
2057,The Deuce,16,0.07,,25,Sun King Brewing Company,Indianapolis,IN,American Brown Ale
2058,The Velvet Fog,16,0.09,24,25,Sun King Brewing Company,Indianapolis,IN,Quadrupel (Quad)
2059,Sun King Oktoberfest,16,0.055,23,25,Sun King Brewing Company,Indianapolis,IN,Märzen / Oktoberfest
2060,Indianapolis Indians Lager,16,0.052,24,25,Sun King Brewing Company,Indianapolis,IN,Dortmunder / Export Lager
2061,Indians Victory Lager (2012),16,0.052,24,25,Sun King Brewing Company,Indianapolis,IN,Dortmunder / Export Lager
2062,Chaka,16,0.08,,25,Sun King Brewing Company,Indianapolis,IN,Belgian Strong Pale Ale
2063,Isis,16,0.091,91,25,Sun King Brewing Company,Indianapolis,IN,American Double / Imperial IPA
2064,Wee Muckle (2011),16,0.09,30,25,Sun King Brewing Company,Indianapolis,IN,Scotch Ale / Wee Heavy
2065,Grapefruit Jungle (GFJ) (2011),16,0.075,77,25,Sun King Brewing Company,Indianapolis,IN,American IPA
2066,Sun King Oktoberfest (2011),16,0.055,23,25,Sun King Brewing Company,Indianapolis,IN,Märzen / Oktoberfest
2067,Johan the Barleywine,16,0.099,60,25,Sun King Brewing Company,Indianapolis,IN,English Barleywine
2068,Wee Mac Scottish-Style Ale,16,0.054,23,25,Sun King Brewing Company,Indianapolis,IN,Scottish Ale
2069,Sunlight Cream Ale,16,0.053,20,25,Sun King Brewing Company,Indianapolis,IN,Cream Ale
2070,Osiris Pale Ale (2010),16,0.056,50,25,Sun King Brewing Company,Indianapolis,IN,American Pale Ale (APA)
2071,Dam Lager,12,0.045,,455,Sunken City Brewing Company,Hardy,VA,American Amber / Red Lager
2072,Red Clay IPA,12,0.07,,455,Sunken City Brewing Company,Hardy,VA,American IPA
2073,Todd the Axe Man,16,0.072,,61,Surly Brewing Company,Brooklyn Center,MN,American IPA
2074,Doomtree,16,0.057,,61,Surly Brewing Company,Brooklyn Center,MN,Extra Special / Strong Bitter (ESB)
2075,BLAKKR,16,0.099,85,61,Surly Brewing Company,Brooklyn Center,MN,American Black Ale
2076,Overrated! West Coast Style IPA,16,0.073,69,61,Surly Brewing Company,Brooklyn Center,MN,American IPA
2077,WET,16,0.075,90,61,Surly Brewing Company,Brooklyn Center,MN,American IPA
2078,Bitter Brewer,16,0.04,37,61,Surly Brewing Company,Brooklyn Center,MN,English Bitter
2079,SurlyFest,16,0.055,34,61,Surly Brewing Company,Brooklyn Center,MN,Rye Beer
2080,Coffee Bender,16,0.051,45,61,Surly Brewing Company,Brooklyn Center,MN,American Brown Ale
2081,Bender,16,0.051,45,61,Surly Brewing Company,Brooklyn Center,MN,American Brown Ale
2082,Abrasive Ale,16,0.097,120,61,Surly Brewing Company,Brooklyn Center,MN,American Double / Imperial IPA
2083,Hell,16,0.051,20,61,Surly Brewing Company,Brooklyn Center,MN,Keller Bier / Zwickel Bier
2084,CynicAle,16,0.067,33,61,Surly Brewing Company,Brooklyn Center,MN,Saison / Farmhouse Ale
2085,Furious,16,0.062,99,61,Surly Brewing Company,Brooklyn Center,MN,American IPA
2086,Big Nose,12,0.073,50,447,Swamp Head Brewery,Gainesville,FL,American IPA
2087,Cotton Mouth,12,0.05,10,447,Swamp Head Brewery,Gainesville,FL,Witbier
2088,Stump Knocker Pale Ale,12,0.056,35,447,Swamp Head Brewery,Gainesville,FL,American Pale Ale (APA)
2089,Midnight Oil,12,0.05,38,447,Swamp Head Brewery,Gainesville,FL,Oatmeal Stout
2090,Wild Night,12,0.059,18,447,Swamp Head Brewery,Gainesville,FL,Cream Ale
2091,Bermuda Triangle Ginger Beer,12,0.045,,381,Swashbuckler Brewing Company,Manheim,PA,Herbed / Spiced Beer
2092,Take Two Pils,12,0.055,35,49,SweetWater Brewing Company,Atlanta,GA,German Pilsener
2093,Waterkeeper,12,0.057,,49,SweetWater Brewing Company,Atlanta,GA,Hefeweizen
2094,SweetWater IPA,12,0.064,,49,SweetWater Brewing Company,Atlanta,GA,American IPA
2095,420 Extra Pale Ale,12,0.054,,49,SweetWater Brewing Company,Atlanta,GA,American Pale Ale (APA)
2096,Dodgy Knight Imperial IPA,12,0.08,95,449,TailGate Beer,San Diego,CA,American Double / Imperial IPA
2097,TailGate Saison,12,0.05,,449,TailGate Beer,San Diego,CA,Saison / Farmhouse Ale
2098,TailGate IPA,24,0.05,44,449,TailGate Beer,San Diego,CA,American IPA
2099,TailGate IPA,12,0.05,44,449,TailGate Beer,San Diego,CA,American IPA
2100,TailGate Hefeweizen,24,0.049,28,449,TailGate Beer,San Diego,CA,Hefeweizen
2101,Blacktop Blonde,24,0.05,19,449,TailGate Beer,San Diego,CA,American Blonde Ale
2102,Blacktop Blonde,12,0.05,19,449,TailGate Beer,San Diego,CA,American Blonde Ale
2103,TailGate Hefeweizen,12,0.049,28,449,TailGate Beer,San Diego,CA,Hefeweizen
2104,Wooden Rooster,16.9,0.085,34,45,Tallgrass Brewing Company,Manhattan,KS,Tripel
2105,Ginger Peach Saison,16,0.048,20,45,Tallgrass Brewing Company,Manhattan,KS,Saison / Farmhouse Ale
2106,Zombie Monkie,16,0.062,35,45,Tallgrass Brewing Company,Manhattan,KS,American Porter
2107,Wild Plum Farmhouse Ale,16,0.056,20,45,Tallgrass Brewing Company,Manhattan,KS,Saison / Farmhouse Ale
2108,Vanilla Bean Buffalo Sweat,16,0.05,20,45,Tallgrass Brewing Company,Manhattan,KS,Oatmeal Stout
2109,Ethos IPA,16,0.068,110,45,Tallgrass Brewing Company,Manhattan,KS,American IPA
2110,Tallgrass Pub Ale,16,0.044,12,45,Tallgrass Brewing Company,Manhattan,KS,American Brown Ale
2111,Oasis,16,0.072,93,45,Tallgrass Brewing Company,Manhattan,KS,Extra Special / Strong Bitter (ESB)
2112,Buffalo Sweat,16,0.05,20,45,Tallgrass Brewing Company,Manhattan,KS,Milk / Sweet Stout
2113,Halcyon Unfiltered Wheat,16,0.05,20,45,Tallgrass Brewing Company,Manhattan,KS,American Pale Wheat Ale
2114,8-Bit Pale Ale,16,0.052,,45,Tallgrass Brewing Company,Manhattan,KS,American Pale Ale (APA)
2115,Velvet Rooster,16,0.085,,45,Tallgrass Brewing Company,Manhattan,KS,Tripel
2116,Halcyon Unfiltered Wheat,12,0.05,20,45,Tallgrass Brewing Company,Manhattan,KS,American Pale Wheat Ale
